# restwave bluenorm blueerr rednorm rederr
1256.454 0.874 0.034 0.946 0.031
1256.586 0.949 0.035 0.944 0.031
1256.718 0.945 0.035 0.906 0.031
1256.849 0.928 0.035 0.849 0.030
1256.981 0.845 0.034 0.756 0.030
1257.113 0.825 0.034 0.693 0.030
1257.244 0.823 0.034 0.710 0.030
1257.376 0.731 0.033 0.678 0.029
1257.508 0.732 0.033 0.669 0.029
1257.640 0.692 0.033 0.633 0.029
1257.771 0.608 0.033 0.563 0.029
1257.903 0.549 0.032 0.592 0.029
1258.035 0.532 0.032 0.528 0.029
1258.166 0.457 0.032 0.426 0.029
1258.298 0.413 0.032 0.388 0.029
1258.430 0.415 0.032 0.418 0.029
1258.562 0.387 0.032 0.326 0.028
1258.693 0.276 0.031 0.297 0.028
1258.825 0.218 0.031 0.332 0.028
1258.957 0.214 0.030 0.298 0.028
1259.089 0.232 0.030 0.240 0.027
1259.220 0.196 0.030 0.235 0.028
1259.352 0.202 0.030 0.190 0.027
1259.484 0.213 0.031 0.106 0.027
1259.615 0.211 0.031 0.158 0.027
1259.747 0.211 0.030 0.192 0.027
1259.879 0.152 0.030 0.240 0.028
1260.011 0.122 0.030 0.186 0.027
1260.142 0.088 0.030 0.121 0.027
1260.274 0.080 0.030 0.079 0.027
1260.406 0.082 0.030 0.119 0.027
1260.537 0.098 0.030 0.246 0.027
1260.669 0.145 0.030 0.316 0.028
1260.801 0.241 0.031 0.383 0.028
1260.933 0.253 0.031 0.486 0.029
1261.064 0.303 0.031 0.605 0.029
1261.196 0.399 0.031 0.735 0.030
1261.328 0.467 0.032 0.779 0.030
1261.459 0.556 0.032 0.888 0.030
1261.591 0.681 0.033 0.944 0.031
1261.723 0.796 0.034 0.930 0.030
1261.855 0.899 0.034 0.914 0.030
1261.986 0.898 0.034 0.834 0.030
1262.118 0.854 0.034 0.908 0.030
1262.250 0.791 0.033 0.895 0.030
1262.381 0.856 0.034 0.880 0.030
1262.513 0.878 0.034 0.893 0.031
1262.645 0.847 0.034 0.825 0.030
1262.777 0.878 0.034 0.807 0.030
1262.908 0.831 0.034 0.794 0.030
1263.040 0.727 0.033 0.751 0.030
1263.172 0.721 0.033 0.752 0.030
1263.303 0.734 0.033 0.735 0.030
1263.435 0.678 0.033 0.690 0.030
1263.567 0.742 0.034 0.702 0.030
1263.699 0.742 0.034 0.752 0.030
1263.830 0.713 0.033 0.841 0.030
1263.962 0.792 0.034 0.804 0.030
1264.094 0.773 0.034 0.865 0.030
1264.226 0.763 0.034 0.949 0.031
1264.357 0.852 0.034 0.992 0.031
1264.489 0.878 0.034 1.051 0.031
1264.621 0.938 0.034 1.090 0.031
1264.752 0.917 0.034 1.136 0.031
1264.884 0.977 0.034 1.105 0.031
1265.016 1.062 0.035 1.131 0.031
1265.148 1.018 0.035 1.156 0.031
1265.279 1.034 0.035 1.163 0.031
1265.411 1.035 0.035 1.083 0.031
1265.543 0.939 0.035 0.941 0.031
1265.674 0.846 0.034 0.817 0.030
1265.806 0.780 0.034 0.731 0.030
1265.938 0.704 0.033 0.808 0.030
1266.070 0.745 0.033 0.893 0.030
1266.201 0.843 0.033 0.935 0.030
1266.333 0.953 0.033 0.955 0.029
1266.465 0.961 0.033 0.984 0.030
1266.596 0.967 0.035 0.966 0.030
1266.728 1.002 0.035 0.962 0.030
1266.860 0.985 0.035 0.977 0.030
1266.992 0.951 0.034 0.945 0.030
1267.123 0.947 0.034 1.009 0.030
1267.255 0.933 0.034 0.992 0.031
1267.387 0.959 0.034 0.935 0.030
1267.518 0.939 0.035 1.031 0.031
1267.650 0.930 0.034 1.010 0.031
1267.782 0.949 0.034 0.891 0.030
1267.914 0.806 0.034 0.890 0.030
1268.045 0.775 0.034 0.858 0.030
1268.177 0.802 0.034 0.884 0.030
1268.309 0.907 0.034 0.931 0.030
1268.440 0.967 0.035 0.966 0.031
1268.572 0.994 0.035 0.948 0.031
1268.704 0.989 0.035 0.937 0.031
1268.836 0.934 0.035 0.953 0.031
1268.967 0.892 0.035 0.971 0.031
1269.099 0.876 0.035 0.974 0.031
1269.231 0.950 0.035 0.897 0.031
1269.362 0.867 0.036 0.931 0.031
1269.494 0.857 0.036 0.951 0.031
1269.626 0.908 0.035 0.976 0.031
1269.758 0.940 0.035 0.998 0.031
1269.889 0.890 0.035 0.987 0.031
1270.021 0.932 0.035 0.932 0.031
1270.153 1.024 0.036 0.980 0.031
1270.285 0.968 0.036 1.036 0.032
1270.416 1.000 0.036 1.020 0.032
1270.548 0.992 0.036 1.032 0.032
1270.680 1.000 0.035 0.982 0.031
1270.811 0.973 0.035 0.936 0.030
1270.943 1.004 0.035 0.990 0.031
1271.075 1.018 0.035 0.971 0.031
1271.207 1.021 0.035 0.975 0.031
1271.338 0.981 0.035 1.009 0.031
1271.470 0.915 0.035 1.027 0.032
1271.602 0.958 0.035 1.049 0.031
1271.733 0.987 0.035 1.056 0.031
1271.865 0.955 0.035 0.989 0.031
1271.997 0.962 0.035 0.916 0.031
1272.129 0.941 0.035 0.960 0.031
1272.260 0.969 0.035 0.946 0.031
1272.392 0.970 0.035 0.964 0.031
1272.524 0.952 0.035 1.017 0.031
1272.655 0.999 0.035 0.976 0.031
1272.787 0.915 0.034 0.916 0.030
1272.919 0.911 0.034 0.919 0.030
1273.051 0.980 0.035 0.942 0.030
1273.182 0.933 0.034 0.975 0.031
1273.314 1.011 0.035 0.956 0.031
1273.446 1.050 0.035 0.980 0.031
1273.577 1.022 0.036 1.000 0.031
1273.709 1.007 0.036 0.995 0.032
1273.841 1.006 0.036 0.957 0.031
1273.973 0.951 0.035 0.973 0.031
1274.104 0.972 0.035 1.039 0.031
1274.236 0.996 0.035 0.969 0.031
1274.368 0.995 0.035 0.918 0.031
1274.499 0.949 0.035 0.931 0.031
1274.631 1.026 0.035 0.953 0.031
1274.763 0.981 0.035 0.916 0.031
1274.895 0.951 0.035 0.931 0.031
1275.026 0.923 0.035 0.947 0.031
1275.158 0.926 0.035 0.941 0.031
1275.290 0.920 0.035 0.870 0.030
1275.421 0.926 0.034 0.806 0.030
1275.553 0.889 0.034 0.880 0.030
1275.685 0.941 0.034 0.918 0.030
1275.817 1.009 0.035 0.921 0.030
1275.948 0.925 0.034 0.909 0.030
1276.080 0.865 0.034 0.901 0.030
1276.212 0.857 0.034 0.916 0.030
1276.344 0.893 0.034 0.917 0.030
1276.475 0.918 0.034 0.882 0.030
1276.607 0.903 0.034 0.884 0.030
1276.739 0.858 0.034 0.931 0.030
1276.870 0.910 0.034 0.980 0.031
1277.002 0.952 0.035 0.976 0.031
1277.134 0.937 0.035 0.924 0.031
1277.266 0.912 0.034 0.959 0.030
1277.397 0.927 0.034 0.955 0.030
1277.529 0.947 0.033 0.931 0.030
1277.661 0.956 0.033 0.939 0.029
1277.792 0.976 0.034 0.951 0.030
1277.924 0.875 0.033 0.962 0.030
1278.056 0.910 0.034 0.932 0.030
1278.188 0.962 0.034 0.964 0.030
1278.319 0.982 0.034 1.017 0.031
1278.451 0.953 0.034 0.976 0.030
1278.583 0.942 0.034 0.990 0.030
1278.714 0.981 0.034 1.062 0.031
1278.846 0.982 0.034 1.016 0.031
1278.978 0.932 0.034 0.958 0.030
1279.110 0.964 0.034 0.940 0.030
1279.241 1.002 0.034 0.970 0.030
1279.373 0.979 0.034 0.979 0.030
1279.505 1.013 0.034 0.997 0.030
1279.636 0.965 0.034 0.970 0.030
1279.768 0.945 0.034 0.981 0.030
1279.900 1.001 0.034 0.999 0.030
1280.032 1.015 0.034 1.004 0.030
1280.163 0.993 0.035 0.973 0.030
1280.295 0.949 0.034 0.987 0.030
1280.427 0.974 0.034 0.933 0.029
1280.558 0.993 0.033 0.955 0.029
1280.690 1.010 0.034 0.967 0.030
1280.822 1.055 0.035 1.017 0.031
1280.954 1.038 0.035 1.054 0.031
1281.085 1.033 0.035 1.032 0.031
1281.217 1.070 0.034 0.992 0.030
1281.349 1.082 0.034 1.019 0.030
1281.481 1.093 0.034 0.975 0.029
1281.612 1.043 0.033 0.987 0.029
1281.744 1.003 0.033 0.998 0.030
1281.876 1.015 0.033 1.027 0.030
1282.007 0.989 0.033 0.986 0.029
1282.139 0.976 0.033 1.020 0.030
1282.271 0.973 0.033 1.000 0.030
1282.403 1.019 0.034 1.043 0.030
1282.534 1.026 0.034 1.042 0.030
1282.666 0.997 0.034 1.010 0.030
1282.798 1.000 0.034 0.994 0.030
1282.929 0.993 0.034 0.986 0.031
1283.061 1.020 0.035 1.032 0.031
1283.193 1.021 0.035 1.017 0.031
1283.325 1.013 0.034 1.033 0.031
1283.456 0.984 0.035 0.969 0.030
1283.588 1.017 0.034 0.956 0.030
1283.720 1.029 0.034 1.005 0.030
1283.851 0.978 0.033 1.016 0.030
1283.983 0.963 0.033 0.982 0.029
1284.115 0.998 0.034 0.941 0.030
1284.247 0.962 0.033 0.955 0.030
1284.378 1.011 0.034 0.985 0.030
1284.510 0.972 0.034 0.980 0.030
1284.642 0.978 0.034 1.008 0.030
1284.773 0.986 0.034 1.030 0.030
1284.905 0.996 0.034 0.983 0.030
1285.037 1.022 0.034 0.972 0.030
1285.169 0.996 0.034 1.008 0.030
1285.300 0.999 0.034 0.980 0.030
1285.432 1.077 0.034 0.944 0.030
1285.564 1.031 0.034 0.970 0.029
1285.695 0.866 0.032 0.920 0.028
1285.827 0.883 0.032 0.919 0.028
1285.959 0.954 0.033 0.936 0.029
1286.091 0.871 0.033 0.965 0.030
1286.222 0.943 0.034 0.921 0.030
1286.354 1.001 0.034 0.839 0.030
1286.486 0.953 0.034 0.894 0.030
1286.617 0.952 0.034 0.910 0.030
1286.749 0.961 0.034 0.965 0.031
1286.881 0.988 0.034 0.994 0.031
1287.013 0.955 0.034 0.959 0.031
1287.144 0.988 0.034 0.960 0.031
1287.276 0.956 0.034 0.954 0.030
1287.408 0.968 0.034 0.927 0.030
1287.540 1.004 0.034 0.972 0.030
1287.671 1.018 0.034 0.981 0.030
1287.803 1.009 0.034 0.970 0.030
1287.935 1.021 0.035 0.982 0.030
1288.066 1.039 0.034 0.981 0.030
1288.198 0.991 0.034 0.955 0.030
1288.330 0.965 0.034 0.986 0.030
1288.462 1.029 0.034 1.015 0.030
1288.593 1.036 0.034 1.011 0.030
1288.725 1.025 0.034 1.028 0.030
1288.857 1.052 0.034 1.061 0.030
1288.988 1.073 0.034 1.029 0.030
1289.120 1.031 0.034 0.985 0.030
1289.252 1.040 0.034 0.970 0.030
1289.384 1.037 0.034 1.017 0.030
1289.515 1.035 0.034 1.041 0.030
1289.647 1.000 0.034 0.992 0.030
1289.779 0.971 0.033 0.948 0.030
1289.910 0.942 0.033 0.970 0.030
1290.042 0.959 0.034 0.978 0.030
1290.174 1.034 0.034 0.990 0.030
1290.306 0.993 0.034 1.013 0.031
1290.437 0.972 0.034 1.021 0.031
1290.569 1.020 0.034 1.024 0.030
1290.701 1.060 0.034 1.023 0.030
1290.832 0.979 0.034 1.000 0.030
1290.964 0.930 0.034 0.976 0.030
1291.096 0.978 0.034 0.935 0.030
1291.228 0.991 0.034 0.925 0.030
1291.359 0.926 0.034 0.951 0.030
1291.491 0.903 0.034 0.963 0.030
1291.623 0.943 0.034 0.970 0.030
1291.754 0.917 0.034 0.967 0.030
1291.886 0.920 0.034 0.974 0.030
1292.018 0.951 0.034 0.960 0.030
1292.150 0.967 0.034 0.950 0.030
1292.281 0.987 0.034 0.925 0.030
1292.413 1.051 0.034 0.962 0.030
1292.545 1.028 0.034 0.984 0.030
1292.677 0.983 0.034 1.004 0.031
1292.808 0.991 0.034 1.027 0.031
1292.940 0.958 0.034 1.055 0.031
1293.072 0.988 0.034 0.991 0.030
1293.203 1.039 0.034 0.959 0.030
1293.335 0.974 0.034 0.954 0.030
1293.467 0.948 0.034 0.998 0.030
1293.599 0.891 0.033 0.954 0.030
1293.730 0.921 0.033 0.985 0.030
1293.862 0.966 0.033 0.941 0.030
1293.994 0.927 0.033 0.909 0.029
1294.125 0.924 0.033 0.884 0.029
1294.257 0.844 0.033 0.864 0.029
1294.389 0.783 0.032 0.808 0.029
1294.521 0.785 0.032 0.800 0.029
1294.652 0.783 0.033 0.804 0.029
1294.784 0.863 0.033 0.805 0.029
1294.916 0.853 0.033 0.861 0.030
1295.047 0.901 0.034 0.886 0.030
1295.179 0.929 0.034 0.936 0.030
1295.311 0.930 0.034 0.911 0.030
1295.443 0.927 0.033 0.909 0.030
1295.574 0.925 0.033 0.875 0.030
1295.706 0.938 0.033 0.856 0.030
1295.838 0.825 0.033 0.838 0.030
1295.969 0.769 0.032 0.877 0.030
1296.101 0.802 0.032 0.833 0.029
1296.233 0.804 0.032 0.802 0.028
1296.365 0.759 0.031 0.751 0.028
1296.496 0.708 0.031 0.724 0.028
1296.628 0.720 0.031 0.705 0.028
1296.760 0.709 0.031 0.751 0.028
1296.891 0.699 0.032 0.792 0.029
1297.023 0.786 0.032 0.783 0.029
1297.155 0.761 0.032 0.682 0.028
1297.287 0.649 0.032 0.591 0.028
1297.418 0.698 0.032 0.579 0.028
1297.550 0.759 0.032 0.699 0.029
1297.682 0.870 0.033 0.816 0.029
1297.813 0.950 0.033 0.837 0.029
1297.945 0.911 0.033 0.866 0.029
1298.077 0.881 0.033 0.870 0.029
1298.209 0.839 0.033 0.844 0.030
1298.340 0.786 0.032 0.834 0.030
1298.472 0.800 0.033 0.747 0.029
1298.604 0.687 0.032 0.681 0.029
1298.736 0.646 0.032 0.684 0.029
1298.867 0.625 0.032 0.598 0.028
1298.999 0.584 0.031 0.626 0.028
1299.131 0.664 0.032 0.576 0.028
1299.262 0.703 0.032 0.610 0.028
1299.394 0.694 0.032 0.559 0.028
1299.526 0.655 0.032 0.495 0.028
1299.658 0.673 0.032 0.443 0.028
1299.789 0.576 0.031 0.480 0.028
1299.921 0.606 0.031 0.559 0.028
1300.053 0.653 0.031 0.593 0.028
1300.184 0.690 0.032 0.601 0.028
1300.316 0.675 0.032 0.624 0.028
1300.448 0.617 0.031 0.636 0.028
1300.580 0.541 0.031 0.592 0.028
1300.711 0.517 0.031 0.536 0.028
1300.843 0.510 0.031 0.435 0.027
1300.975 0.458 0.031 0.354 0.027
1301.106 0.419 0.031 0.310 0.027
1301.238 0.417 0.031 0.299 0.027
1301.370 0.360 0.030 0.280 0.027
1301.502 0.282 0.029 0.293 0.026
1301.633 0.240 0.028 0.266 0.027
1301.765 0.218 0.029 0.209 0.027
1301.897 0.160 0.029 0.198 0.027
1302.028 0.052 0.028 0.127 0.027
1302.160 0.055 0.028 0.156 0.027
1302.292 0.076 0.029 0.282 0.027
1302.424 0.132 0.029 0.300 0.027
1302.555 0.205 0.030 0.263 0.027
1302.687 0.152 0.029 0.362 0.027
1302.819 0.180 0.029 0.388 0.027
1302.950 0.232 0.030 0.364 0.027
1303.082 0.191 0.029 0.397 0.027
1303.214 0.207 0.029 0.405 0.027
1303.346 0.212 0.029 0.398 0.027
1303.477 0.332 0.029 0.394 0.028
1303.609 0.376 0.030 0.407 0.028
1303.741 0.368 0.030 0.408 0.028
1303.872 0.403 0.031 0.393 0.028
1304.004 0.363 0.030 0.399 0.028
1304.136 0.254 0.030 0.365 0.027
1304.268 0.207 0.029 0.313 0.027
1304.399 0.231 0.029 0.396 0.027
1304.531 0.259 0.029 0.454 0.028
1304.663 0.301 0.030 0.573 0.028
1304.795 0.367 0.030 0.638 0.029
1304.926 0.371 0.030 0.684 0.029
1305.058 0.394 0.031 0.736 0.029
1305.190 0.470 0.031 0.861 0.030
1305.321 0.560 0.032 0.888 0.030
1305.453 0.596 0.032 0.878 0.030
1305.585 0.716 0.032 0.929 0.030
1305.717 0.827 0.033 0.985 0.030
1305.848 0.873 0.033 0.974 0.030
1305.980 0.926 0.033 0.985 0.030
1306.112 0.953 0.033 1.004 0.030
1306.243 0.930 0.033 0.990 0.030
1306.375 1.002 0.033 0.964 0.030
1306.507 0.954 0.033 0.958 0.030
1306.639 0.943 0.033 0.993 0.030
1306.770 0.936 0.033 1.064 0.030
1306.902 0.876 0.033 0.951 0.030
1307.034 0.950 0.033 0.889 0.030
1307.165 0.993 0.034 0.982 0.030
1307.297 0.991 0.033 1.005 0.031
1307.429 0.994 0.034 0.993 0.031
1307.561 0.929 0.033 0.969 0.031
1307.692 0.978 0.033 0.975 0.030
1307.824 0.970 0.034 0.971 0.030
1307.956 0.891 0.033 1.031 0.030
1308.087 0.866 0.033 0.989 0.030
1308.219 0.942 0.033 0.987 0.029
1308.351 0.948 0.032 0.937 0.029
1308.483 0.968 0.033 1.015 0.030
1308.614 0.948 0.033 1.088 0.030
1308.746 0.956 0.034 1.055 0.030
1308.878 0.982 0.034 1.064 0.031
1309.009 0.997 0.034 1.070 0.031
1309.141 1.000 0.034 1.096 0.030
1309.273 1.006 0.033 1.094 0.030
1309.405 0.965 0.033 1.106 0.030
1309.536 0.994 0.033 1.028 0.030
1309.668 0.984 0.033 1.030 0.030
1309.800 1.022 0.034 1.071 0.030
1309.932 1.048 0.034 1.028 0.030
1310.063 1.007 0.034 1.041 0.030
1310.195 0.963 0.034 1.046 0.031
1310.327 0.988 0.034 1.058 0.031
1310.458 1.037 0.034 1.023 0.030
1310.590 1.052 0.034 1.047 0.030
1310.722 1.027 0.034 1.033 0.030
1310.854 1.098 0.034 0.946 0.030
1310.985 1.114 0.035 0.984 0.030
1311.117 1.051 0.034 0.952 0.030
1311.249 1.066 0.034 0.977 0.030
1311.380 1.052 0.034 1.007 0.030
1311.512 0.973 0.033 0.976 0.030
1311.644 0.954 0.033 0.987 0.030
1311.776 1.069 0.034 0.980 0.030
1311.907 1.054 0.034 0.936 0.030
1312.039 0.997 0.033 0.975 0.030
1312.171 0.976 0.033 0.977 0.030
1312.302 0.922 0.033 0.931 0.030
1312.434 0.893 0.033 0.938 0.030
1312.566 0.899 0.033 0.934 0.030
1312.698 0.912 0.033 0.921 0.030
1312.829 0.930 0.032 0.944 0.030
1312.961 0.984 0.033 0.929 0.029
1313.093 0.975 0.033 0.948 0.029
1313.224 0.998 0.033 0.996 0.029
1313.356 1.056 0.033 0.991 0.029
1313.488 1.031 0.033 1.058 0.029
1313.620 1.013 0.033 1.026 0.029
1313.751 1.028 0.033 1.048 0.030
1313.883 0.995 0.033 1.002 0.030
1314.015 0.987 0.033 1.048 0.030
1314.146 1.033 0.034 1.051 0.030
1314.278 1.048 0.035 1.025 0.030
1314.410 1.055 0.035 1.058 0.030
1314.542 0.978 0.034 1.034 0.030
1314.673 0.977 0.033 0.965 0.030
1314.805 1.016 0.034 1.000 0.030
1314.937 0.999 0.033 1.013 0.030
1315.068 0.914 0.033 1.013 0.030
1315.200 0.901 0.033 1.015 0.030
1315.332 0.956 0.033 0.987 0.030
1315.464 0.964 0.034 0.901 0.030
1315.595 0.983 0.034 0.926 0.030
1315.727 0.904 0.033 0.905 0.030
1315.859 0.855 0.033 0.893 0.029
1315.991 0.941 0.033 0.933 0.030
1316.122 0.890 0.033 0.940 0.030
1316.254 0.945 0.033 0.879 0.030
1316.386 0.928 0.033 0.909 0.030
1316.517 0.891 0.033 0.927 0.030
1316.649 0.945 0.033 0.930 0.030
1316.781 0.973 0.033 0.975 0.030
1316.913 0.956 0.033 0.988 0.030
1317.044 0.948 0.033 1.016 0.030
1317.176 0.956 0.033 0.917 0.030
1317.308 1.025 0.033 0.904 0.029
1317.439 1.005 0.033 0.948 0.029
1317.571 0.961 0.033 0.953 0.029
1317.703 0.980 0.033 0.948 0.029
1317.835 0.957 0.033 0.993 0.030
1317.966 0.907 0.032 0.955 0.029
1318.098 0.886 0.032 0.976 0.029
1318.230 0.932 0.032 0.980 0.029
1318.361 0.963 0.033 0.975 0.030
1318.493 0.953 0.033 1.012 0.030
1318.625 0.998 0.033 1.015 0.030
1318.757 1.052 0.033 1.038 0.030
1318.888 1.029 0.033 0.975 0.030
1319.020 0.986 0.033 1.013 0.030
1319.152 1.029 0.033 0.998 0.030
1319.283 1.033 0.033 1.039 0.030
1319.415 1.033 0.033 1.061 0.030
1319.547 1.072 0.034 1.035 0.030
1319.679 1.009 0.034 1.040 0.030
1319.810 1.019 0.034 0.947 0.030
1319.942 1.052 0.034 1.027 0.030
1320.074 0.992 0.033 1.025 0.030
1320.205 1.051 0.033 0.967 0.030
1320.337 1.027 0.033 1.031 0.030
1320.469 1.014 0.033 1.025 0.030
1320.601 1.011 0.033 0.961 0.030
1320.732 1.058 0.033 0.993 0.030
1320.864 0.993 0.033 1.068 0.030
1320.996 0.942 0.032 1.007 0.030
1321.128 1.031 0.033 0.991 0.030
1321.259 0.957 0.032 1.009 0.030
1321.391 0.960 0.032 0.984 0.029
1321.523 1.023 0.033 1.033 0.030
1321.654 1.001 0.033 0.993 0.030
1321.786 0.921 0.033 0.963 0.029
1321.918 0.983 0.032 0.936 0.029
1322.050 1.029 0.032 0.946 0.029
1322.181 0.992 0.032 0.997 0.029
1322.313 0.997 0.032 0.995 0.029
1322.445 1.015 0.033 1.033 0.029
1322.576 1.058 0.033 1.026 0.030
1322.708 1.013 0.033 0.997 0.030
1322.840 0.924 0.033 0.956 0.030
1322.972 0.989 0.033 0.885 0.029
1323.103 0.960 0.033 0.960 0.030
1323.235 0.930 0.033 0.941 0.029
1323.367 0.938 0.032 0.954 0.029
1323.498 0.939 0.032 0.905 0.029
1323.630 0.887 0.032 0.913 0.029
1323.762 0.844 0.032 0.891 0.029
1323.894 0.803 0.032 0.794 0.029
1324.025 0.804 0.032 0.837 0.029
1324.157 0.800 0.032 0.852 0.029
1324.289 0.869 0.032 0.871 0.029
1324.420 0.839 0.032 0.860 0.029
1324.552 0.830 0.032 0.871 0.029
1324.684 0.889 0.032 0.883 0.029
1324.816 0.914 0.032 0.987 0.029
1324.947 0.974 0.032 0.985 0.029
1325.079 0.961 0.032 0.944 0.029
1325.211 0.939 0.032 1.011 0.029
1325.342 1.024 0.033 1.026 0.030
1325.474 1.008 0.033 0.978 0.029
1325.606 0.991 0.033 0.991 0.030
1325.738 0.970 0.033 1.026 0.030
1325.869 1.041 0.033 0.997 0.030
1326.001 1.012 0.033 0.948 0.030
1326.133 0.982 0.033 1.022 0.030
1326.264 1.046 0.033 1.021 0.030
1326.396 1.025 0.033 0.967 0.030
1326.528 1.011 0.033 1.009 0.030
1326.660 0.962 0.033 0.989 0.030
1326.791 0.997 0.033 0.976 0.030
1326.923 0.970 0.033 0.960 0.029
1327.055 1.014 0.033 0.945 0.029
1327.187 0.996 0.033 0.947 0.029
1327.318 0.958 0.033 0.946 0.029
1327.450 0.920 0.033 0.975 0.030
1327.582 0.953 0.033 0.953 0.030
1327.713 1.002 0.033 0.936 0.029
1327.845 0.907 0.032 0.900 0.029
1327.977 0.859 0.032 0.839 0.028
1328.109 0.918 0.032 0.859 0.029
1328.240 0.929 0.032 0.870 0.029
1328.372 0.876 0.032 0.861 0.028
1328.504 0.940 0.032 0.881 0.028
1328.635 1.003 0.032 0.947 0.029
1328.767 0.926 0.032 0.911 0.029
1328.899 0.890 0.032 0.910 0.029
1329.031 0.957 0.033 0.930 0.029
1329.162 0.942 0.032 0.935 0.029
1329.294 0.945 0.032 0.853 0.029
1329.426 0.945 0.032 0.878 0.029
1329.557 0.932 0.032 0.928 0.029
1329.689 0.911 0.032 0.917 0.030
1329.821 0.873 0.032 0.896 0.030
1329.953 0.922 0.033 0.889 0.031
1330.084 0.903 0.032 0.963 0.031
1330.216 0.910 0.032 0.898 0.030
1330.348 0.872 0.032 0.929 0.029
1330.479 0.941 0.032 0.878 0.029
1330.611 0.958 0.033 0.844 0.029
1330.743 0.863 0.032 0.829 0.029
1330.875 0.897 0.032 0.788 0.029
1331.006 0.909 0.032 0.777 0.028
1331.138 0.857 0.032 0.727 0.028
1331.270 0.824 0.032 0.629 0.028
1331.401 0.832 0.032 0.665 0.028
1331.533 0.806 0.032 0.683 0.028
1331.665 0.752 0.032 0.615 0.028
1331.797 0.710 0.031 0.630 0.028
1331.928 0.710 0.031 0.594 0.028
1332.060 0.650 0.031 0.505 0.028
1332.192 0.553 0.031 0.435 0.027
1332.323 0.516 0.030 0.413 0.027
1332.455 0.438 0.030 0.316 0.027
1332.587 0.391 0.030 0.294 0.027
1332.719 0.286 0.029 0.323 0.027
1332.850 0.183 0.028 0.254 0.027
1332.982 0.167 0.028 0.271 0.027
1333.114 0.179 0.029 0.220 0.026
1333.246 0.200 0.029 0.212 0.026
1333.377 0.192 0.028 0.196 0.026
1333.509 0.197 0.028 0.155 0.026
1333.641 0.166 0.028 0.149 0.026
1333.772 0.149 0.028 0.124 0.026
1333.904 0.111 0.028 0.104 0.026
1334.036 0.081 0.028 0.110 0.026
1334.168 0.040 0.028 0.053 0.026
1334.299 0.044 0.028 0.039 0.026
1334.431 0.040 0.027 0.004 0.025
1334.563 -0.043 0.026 0.024 0.025
1334.694 0.019 0.026 0.106 0.025
1334.826 0.090 0.027 0.140 0.025
1334.958 0.149 0.028 0.171 0.026
1335.090 0.093 0.028 0.225 0.026
1335.221 0.187 0.028 0.362 0.027
1335.353 0.218 0.028 0.490 0.027
1335.485 0.241 0.028 0.622 0.028
1335.616 0.319 0.029 0.691 0.028
1335.748 0.293 0.029 0.771 0.029
1335.880 0.387 0.029 0.850 0.029
1336.012 0.455 0.030 0.882 0.029
1336.143 0.567 0.031 0.905 0.030
1336.275 0.659 0.032 0.934 0.030
1336.407 0.623 0.032 0.941 0.030
1336.538 0.595 0.031 0.972 0.030
1336.670 0.678 0.031 0.926 0.029
1336.802 0.729 0.032 0.996 0.030
1336.934 0.812 0.032 1.004 0.030
1337.065 0.932 0.033 0.993 0.030
1337.197 0.946 0.032 1.018 0.030
1337.329 1.030 0.033 1.049 0.030
1337.460 1.071 0.033 1.016 0.030
1337.592 1.038 0.033 1.070 0.030
1337.724 0.997 0.033 1.006 0.030
1337.856 1.011 0.033 0.937 0.029
1337.987 1.056 0.033 0.966 0.030
1338.119 1.023 0.033 0.988 0.030
1338.251 1.023 0.033 0.979 0.030
1338.383 0.979 0.033 0.941 0.029
1338.514 0.973 0.032 0.938 0.029
1338.646 1.023 0.032 0.947 0.029
1338.778 0.963 0.032 0.970 0.029
1338.909 0.915 0.032 0.962 0.029
1339.041 0.947 0.032 0.962 0.029
1339.173 0.973 0.033 0.960 0.029
1339.305 0.993 0.033 0.911 0.029
1339.436 0.966 0.033 0.994 0.030
1339.568 0.998 0.033 1.011 0.030
1339.700 1.035 0.033 1.007 0.030
1339.831 1.043 0.033 0.984 0.030
1339.963 1.000 0.033 1.014 0.030
1340.095 1.046 0.033 1.045 0.030
1340.227 1.001 0.033 1.036 0.030
1340.358 1.015 0.033 1.024 0.030
1340.490 1.058 0.033 0.986 0.030
1340.622 1.003 0.033 1.031 0.030
1340.753 1.011 0.033 1.050 0.030
1340.885 1.032 0.033 0.989 0.030
1341.017 0.983 0.033 0.967 0.030
1341.149 1.001 0.033 1.001 0.030
1341.280 0.917 0.032 0.999 0.030
1341.412 0.945 0.032 0.993 0.030
1341.544 0.965 0.033 0.942 0.029
1341.675 0.979 0.033 0.899 0.029
1341.807 0.922 0.032 0.943 0.030
1341.939 0.930 0.033 0.873 0.029
1342.071 0.953 0.033 0.898 0.029
1342.202 0.840 0.032 0.911 0.029
1342.334 0.834 0.032 0.874 0.029
1342.466 0.821 0.032 0.860 0.029
1342.597 0.767 0.032 0.837 0.029
1342.729 0.798 0.032 0.842 0.029
1342.861 0.823 0.032 0.820 0.029
1342.993 0.810 0.032 0.841 0.029
1343.124 0.781 0.031 0.816 0.029
1343.256 0.756 0.031 0.795 0.029
1343.388 0.807 0.031 0.758 0.028
1343.519 0.836 0.031 0.819 0.029
1343.651 0.870 0.032 0.863 0.029
1343.783 0.879 0.032 0.844 0.029
1343.915 0.874 0.032 0.862 0.029
